model,corpus,topic_id,rank,document_id,title,distance_to_centroid
BERTopic-METADATA-MULTILINGUAL,metadata,15,4,doi:10.55606/sokoguru.v1i3.60,SCHOOL MANAGEMENT STRATEGIES IN IMPROVING THE QUALITY OF EDUCATION WITH LEADING PROGRAMS BASED ON ISLAMIC BOARDING SCHOOLS,0.144153
BERTopic-METADATA-MULTILINGUAL,metadata,15,5,doi:10.22178/pos.88-9,Exploration of School Management Model in Applying Quality Education,0.173568
BERTopic-METADATA-MULTILINGUAL,metadata,15,6,doi:10.17576/ebangi.2023.2002.18,EFFECTS OF THE ATTRIBUTES OF SCHOOL MANAGEMENT TEAMS ON THE MANAGEMENT OF QUALITY EDUCATION: TOWARDS SCHOOL EFFECTIVENESS,0.17486
BERTopic-METADATA-MULTILINGUAL,metadata,15,7,doi:10.56238/uniknowindevolp-127,The use of the PDCA cycle and the 5W2H tool as quality control tools by school management,0.17577
BERTopic-METADATA-MULTILINGUAL,metadata,15,8,doi:10.26740/jdmp.v5n1.p10-21,Implementasi Manajemen Mutu di SDN Prambon,0.177325
BERTopic-METADATA-MULTILINGUAL,metadata,15,9,doi:10.11591/ijere.v10i1.20953,The improving of effectiveness school-based enterprise: A structural equation modeling in vocational school management,0.189052
BERTopic-METADATA-MULTILINGUAL,metadata,15,10,doi:10.11594/jk6em.04.02.06,Implementation of Total Quality Management in School Management: Cross Site Study at SMK Negeri 2 Banjarmasin and SMK Negeri 4 Banjarmasin,0.194469
BERTopic-METADATA-MULTILINGUAL,metadata,16,1,record:474645e01d2252b01904471a,Democracy and education: concepts of participation in school management,0.014129
BERTopic-METADATA-MULTILINGUAL,metadata,16,2,doi:10.22633/rpge.v24i2.13609,A eleição direta de diretor escolar: desafios na gestão democrática no município de Medicilândia – Pará,0.014793
BERTopic-METADATA-MULTILINGUAL,metadata,16,3,doi:10.52038/9783643511324_18,Democratic Participation in School Management,0.022348
BERTopic-METADATA-MULTILINGUAL,metadata,16,4,doi:10.18764/2178-2229.v27n4p315-336,GESTÃO DEMOCRÁTICA: uma reflexão a partir da percepção dos gestores escolares,0.024411
BERTopic-METADATA-MULTILINGUAL,metadata,16,5,doi:10.18764/2358-4319.v14n1p15-38,A gestão escolar democrática na perspectiva freireana,0.025565
BERTopic-METADATA-MULTILINGUAL,metadata,16,6,doi:10.5281/zenodo.6789683,Prácticas pedagógicas para el fomento de la cultura democrática al interior de las instituciones educativas,0.040014
BERTopic-METADATA-MULTILINGUAL,metadata,16,7,doi:10.18764/2178-2229v28n3.202153,GESTÃO ESCOLAR E A DEMOCRACIA: CONCEPÇÕES E PRÁTICAS DA EQUIPE ESCOLAR DO ENSINO FUNDAMENTAL I,0.043025
BERTopic-METADATA-MULTILINGUAL,metadata,16,8,doi:10.20873/uft.rbec.e15376,Gestão democrática: experiências de práticas de gestores em escolas de educação básica,0.048933
BERTopic-METADATA-MULTILINGUAL,metadata,16,9,doi:10.1177/0013161x20981148,Images of Educational Leadership: How Principals Make Sense of Democracy and Social Justice in Two Distinct Policy Contexts,0.059746
BERTopic-METADATA-MULTILINGUAL,metadata,16,10,doi:10.34117/bjdv7n1-246,GESTÃO ESCOLAR DEMOCRÁTICA: DESAFIOS E PERSPECTIVAS / DEMOCRATIC SCHOOL MANAGEMENT: CHALLENGES AND PERSPECTIVES,0.064324
BERTopic-METADATA-MULTILINGUAL,metadata,17,1,doi:10.24054/face.v23i1.2450,"La gestión escolar en la promoción de actitudes de los estudiantes de secundaria sobre la sostenibilidad del agua. el Paujil Caquetá, Amazonia Colombiana",0.059943
BERTopic-METADATA-MULTILINGUAL,metadata,17,2,record:935c865eff02c3b756d9e431,"Gestión educativa y ambiental en el desarrollo sostenible de una UGEL de Lima, 2024",0.065572
BERTopic-METADATA-MULTILINGUAL,metadata,17,3,record:c632dc4a8a55ad5c823d0ed7,"Factores que favorecen o limitan la aplicación transversal del enfoque ambiental en el marco de la Política Nacional de Educación Ambiental: Estudio de caso: I.E. 88104 María Parado de Bellido en el departamento de Ancash entre los años 2021 y 2023,",0.072166
BERTopic-METADATA-MULTILINGUAL,metadata,17,4,record:a744a4518fdabb939a40d301,"Gestión escolar para fortalecer la cultura ambiental de una institución educativa de secundaria, Trujillo-2023",0.074884
BERTopic-METADATA-MULTILINGUAL,metadata,17,5,doi:10.46377/dilemas.v10i3.3667,Implementación de políticas ambientales en la gestión escolar peruana.,0.075649
BERTopic-METADATA-MULTILINGUAL,metadata,17,6,doi:10.47606/acven/ph0132,DESARROLLO SOSTENIBLE Y GESTIÓN EDUCATIVA ACCIONES INTEGRADAS PARA EL MANEJO MEDIO AMBIENTALES EN LA UNIDAD EDUCATIVA “JOSÉ DOMINGO FERAUD GUZMÁN”,0.07816
BERTopic-METADATA-MULTILINGUAL,metadata,17,7,doi:10.1136/bmjopen-2022-061978,Built Environments And Child Health in WalEs and AuStralia (BEACHES): a study protocol,0.081516
BERTopic-METADATA-MULTILINGUAL,metadata,17,8,doi:10.47069/estudios-ambientales.v9i2.1291,"Educación para el desarrollo sostenible ¿Cuánto saben los jóvenes sobre temas ambientales? Estudio de caso en Lujan, Argentina",0.081588
BERTopic-METADATA-MULTILINGUAL,metadata,17,9,doi:10.52223/jess.2024.5236,Eco-Friendly Practices in School Management: A Case Study of Sustainability in Pakistani Elementary Schools,0.085711
BERTopic-METADATA-MULTILINGUAL,metadata,17,10,doi:10.31838/jcr.07.06.46,REFLECTION ON ENVIRONMENTAL AWARENESS FOR SCHOOL MANAGEMENT,0.085913
BERTopic-METADATA-MULTILINGUAL,metadata,18,1,doi:10.4324/9780429487224,Anti-Racist Educational Leadership and Policy,0.035643
BERTopic-METADATA-MULTILINGUAL,metadata,18,2,doi:10.1080/02680939.2020.1847412,Anti-Racist Educational Leadership and Policy: Addressing Racism in Public Education,0.045037
BERTopic-METADATA-MULTILINGUAL,metadata,18,3,doi:10.1177/1052684621993047,Disrupting Dysconsciousness: Confronting Anti-Blackness in Educational Leadership Preparation Programs,0.045636
BERTopic-METADATA-MULTILINGUAL,metadata,18,4,doi:10.1177/1741143220973670,Colour-blind educational leadership policy: A critical race theory analysis of school principalship standards in South Africa,0.055096
BERTopic-METADATA-MULTILINGUAL,metadata,18,5,doi:10.1080/09518398.2023.2233919,Ignited fire: learning from black youth activists to cultivate justice-driven educational leadership,0.060382
BERTopic-METADATA-MULTILINGUAL,metadata,18,6,doi:10.33043/josep.2.3.20-30,Racial and Dis/Ability Equity-Oriented Educational Leadership Preparation,0.060442
BERTopic-METADATA-MULTILINGUAL,metadata,18,7,doi:10.1080/10665684.2023.2200207,"On Being Ed Emcees: Toward Hip-Hop Educational Leadership Theory, Research, and Praxis",0.061973
BERTopic-METADATA-MULTILINGUAL,metadata,18,8,doi:10.1177/0013161x20925892,“We Don’t Got Time for Grumbling”: Toward an Ethic of Radical Care in Urban School Leadership,0.062055
BERTopic-METADATA-MULTILINGUAL,metadata,18,9,doi:10.1007/978-3-030-39666-4_110-1,Racial Inequality in K-12 Schools and Implications for Educational Leadership,0.064982
BERTopic-METADATA-MULTILINGUAL,metadata,18,10,doi:10.4324/9781003029960,Black Educational Leadership,0.093392
BERTopic-METADATA-MULTILINGUAL,metadata,19,1,doi:10.17509/dedicated.v1i2.65929,Digital database training to support school management,0.015645
BERTopic-METADATA-MULTILINGUAL,metadata,19,2,doi:10.62711/ijite.v2i4.161,Implementation of School Management Information Systems at Vocational School State I Tomohon,0.033701
BERTopic-METADATA-MULTILINGUAL,metadata,19,3,doi:10.55041/ijsrem17618,Review on School Management System,0.039528
BERTopic-METADATA-MULTILINGUAL,metadata,19,4,doi:10.20428/jst.v30i11.3194,A Secure Web-Based School Management System Using Role-Based Access: Case Study from Nigeria,0.046308
BERTopic-METADATA-MULTILINGUAL,metadata,19,5,doi:10.18178/ijiet.2020.10.9.1446,Integration of School Management Systems Using a Centralized Database (ISMSCD),0.048049
BERTopic-METADATA-MULTILINGUAL,metadata,19,6,doi:10.54254/2755-2721/2025.18759,Design and Implementation of a Multimodal Data Collection and Distribution System Based on Python-Taking School Management System as an Example,0.05084
BERTopic-METADATA-MULTILINGUAL,metadata,19,7,doi:10.18178/ijiet.2020.10.6.1406,Building a Framework for the Integration of School Management Systems (BFISMS),0.054918
BERTopic-METADATA-MULTILINGUAL,metadata,19,8,doi:10.22541/au.172254873.34023165/v1,School management system project report,0.063828
BERTopic-METADATA-MULTILINGUAL,metadata,19,9,doi:10.23919/ist-africa56635.2022.9845593,School Management Information System (SMIS) for the Elite College,0.065784
BERTopic-METADATA-MULTILINGUAL,metadata,19,10,doi:10.5281/zenodo.7800582,School Management System,0.067987
BERTopic-METADATA-MULTILINGUAL,metadata,20,1,doi:10.59282/reincisol.v4(7)2014-2036,Estrategias de gestión educativa y su impacto en la calidad de la educación,0.041216
BERTopic-METADATA-MULTILINGUAL,metadata,20,2,doi:10.65705/rhomu.v2i2.49,"Beneficio de la planificación, la gestión institucional y pedagógica, para la calidad educativa",0.048628
BERTopic-METADATA-MULTILINGUAL,metadata,20,3,doi:10.51896/rilco.v8i29.1157,Mejora continua en la gestión educativa: estrategias y herramientas,0.062548
BERTopic-METADATA-MULTILINGUAL,metadata,20,4,record:ccc8f14138e00e77cba64fa8,"Correlational analysis of school management, executive leadership and educational quality based on structural equation modeling. Case study.",0.08363
BERTopic-METADATA-MULTILINGUAL,metadata,20,5,doi:10.1344/reire.47045,Estrategias de gestión educativa basadas en los factores que afectan el rendimiento académico y la calidad de la educación,0.092921
BERTopic-METADATA-MULTILINGUAL,metadata,20,6,doi:10.36097/rsan.v1i39.1135,Plan estratégico de prevención y restauración de valores para la mejora de la calidad educativa,0.094998
BERTopic-METADATA-MULTILINGUAL,metadata,20,7,doi:10.56712/latam.v4i4.1268,La importancia de la gestión educativa para lograr una educación de calidad: una revisión sistemática,0.112684
BERTopic-METADATA-MULTILINGUAL,metadata,20,8,doi:10.21070/icecrs2020390,Classical Learning Analysis Pondok Modern Darussalam Gontor in Improving Superior School Management,0.11865
BERTopic-METADATA-MULTILINGUAL,metadata,20,9,doi:10.53555/kuey.v30i4.1007,Education Is A Key Tool In The Development Of Society And Educational Leadership And Is A Key Element For Effective School And Education,0.15627
BERTopic-METADATA-MULTILINGUAL,metadata,20,10,doi:10.56712/latam.v6i2.3800,Modelos de gestión educativa integral y su efectividad en la promoción de la calidad educativa. Revisión sistemática,0.166354
BERTopic-METADATA-MULTILINGUAL,metadata,21,1,doi:10.23857/pc.v11i1.10997,Auditoría educativa y mejora institucional basada en estándares: investigación mixta en una unidad rural,0.061577
BERTopic-METADATA-MULTILINGUAL,metadata,21,2,doi:10.37811/cl_rcm.v9i6.21533,Estudio comparativo de estándares de calidad educativa del Ministerio de Educación de Ecuador y Perú,0.065403
BERTopic-METADATA-MULTILINGUAL,metadata,21,3,record:b5bc0ce64f0d2b81e24e9062,Calidad educativa en la gestión escolar docente de tres instituciones educativas públicas de Tarma Junín 2024,0.065761
BERTopic-METADATA-MULTILINGUAL,metadata,21,4,record:046d6e6f2d29f8f907b1b8e1,Gestión escolar en la calidad educativa de una institución educativa del distrito de Chincha Baja en la ciudad de Ica,0.069673
BERTopic-METADATA-MULTILINGUAL,metadata,21,5,record:a4621b0e2a0975ff3bb90653,Prácticas de gestión escolar y su impacto en la calidad educativa en una institución educativa pública Chorrillos Lima 2025,0.101674
BERTopic-METADATA-MULTILINGUAL,metadata,21,6,record:719182e0ad320fd9c529afbb,Gestión educativa para una educación de calidad,0.102879
BERTopic-METADATA-MULTILINGUAL,metadata,21,7,doi:10.71016/hnjss/8xsfz709,Enhancing Quality Education: The Role of Parents Teachers School Management Committee in Higher Secondary Schools of Quetta,0.120415
BERTopic-METADATA-MULTILINGUAL,metadata,21,8,doi:10.37811/cl_rcm.v6i6.3958,Gestión escolar y calidad educativa: En las instituciones educativas del nivel primario – Cusco,0.149841
BERTopic-METADATA-MULTILINGUAL,metadata,21,9,record:225ed9ec1267392f26accd4e,"Modelo de gestión por procesos para la calidad en el servicio educativo en una institución educativa de Lambayeque, 2024",0.163585
BERTopic-METADATA-MULTILINGUAL,metadata,21,10,record:af76e3bfcaa033aa8420ce00,"Gestión escolar en la calidad del servicio educativo en una institución pública de Breña, 2023",0.190517
BERTopic-METADATA-MULTILINGUAL,metadata,22,1,doi:10.1080/00220620.2023.2292573,An Islamic-oriented educational leadership model: towards a new theory of school leadership in Muslim societies,0.040381
BERTopic-METADATA-MULTILINGUAL,metadata,22,2,doi:10.24818/rmci.2021.1.74,Educational Leadership and ICT Implementation in Israeli Arab Sector – towards a Model of Hybrid Leadership,0.043081
BERTopic-METADATA-MULTILINGUAL,metadata,22,3,doi:10.4324/9781003360070-10,Educational leadership in a Muslim and secular country,0.056143
BERTopic-METADATA-MULTILINGUAL,metadata,22,4,doi:10.47191/ijsshr/v5-i5-26,"Educational Leadership: Islamic Religious, Philosophy, Psychology, and Sociology Perspectives",0.061577
BERTopic-METADATA-MULTILINGUAL,metadata,22,5,doi:10.1177/1741143220973658,Systematic review of research on educational leadership and management in Muslim societies,0.06315
BERTopic-METADATA-MULTILINGUAL,metadata,22,6,doi:10.4324/9781003360070-12,Islamic educational leadership,0.083628
BERTopic-METADATA-MULTILINGUAL,metadata,22,7,doi:10.4324/9781003334835-11,K-12 Educational Leadership and Administration in Qatar,0.091719
BERTopic-METADATA-MULTILINGUAL,metadata,22,8,doi:10.4324/9781003360070-3,A call to re-explore Islamic-based educational leadership through new lenses,0.101926
BERTopic-METADATA-MULTILINGUAL,metadata,22,9,doi:10.24815/jr.v8i3.48020,Designing Change in Organizations: A Systematic Literature Review of Intuition-Based Transformational Leadership in Islamic School Management,0.118671
BERTopic-METADATA-MULTILINGUAL,metadata,22,10,doi:10.3390/rel15121565,Redefining Leadership: The Role of Spirituality and Motherhood in Muslim Women’s Educational Leadership,0.122765
BERTopic-METADATA-MULTILINGUAL,metadata,23,1,record:31ae656430daaf8c150e0317,"Gestión escolar y desempeño docente en Instituciones Educativas Públicas, Lima - Santa Anita 2024",0.072554
BERTopic-METADATA-MULTILINGUAL,metadata,23,2,record:5979b68fdd06699b9a94e966,"Explorando la autonomía del personal directivo de una institución educativa pública de Los Olivos, 2024",0.095335
BERTopic-METADATA-MULTILINGUAL,metadata,23,3,record:5849746b47d39ced5537454a,"Liderazgo transformacional y gestión educativa en una institución educativa pública UGEL 04, Comas 2025",0.105956
BERTopic-METADATA-MULTILINGUAL,metadata,23,4,record:ae362bc9784a8a1a51a95bf9,"Acompañamiento pedagógico directivo y liderazgo transformacional en los centros de educación básica alternativa del Callao, 2025",0.11025
BERTopic-METADATA-MULTILINGUAL,metadata,23,5,record:c6dd795f745b8bddb0e858fc,"Acompañamiento pedagógico y desempeño docente en la IE 00123 de Segunda Jerusalén en la provincia Rioja, 2024",0.110976
BERTopic-METADATA-MULTILINGUAL,metadata,23,6,record:5c733b555897e88cef2d7ceb,"Gestión escolar y compromiso organizacional en docentes de instituciones educativas públicas, Ventanilla 2024",0.118606
BERTopic-METADATA-MULTILINGUAL,metadata,23,7,record:c45c9471018840e8cc9a1c51,"Liderazgo directivo en el clima institucional en instituciones educativas públicas de Conchán, Cajamarca, 2025",0.122011
BERTopic-METADATA-MULTILINGUAL,metadata,23,8,record:8b9ff4a6546d91fdb2380c2c,"Análisis del proceso enseñanza-aprendizaje en la calidad educativa de niños del nivel inicial de una institución educativa pública, Callao 2025",0.135164
BERTopic-METADATA-MULTILINGUAL,metadata,23,9,record:2f65684693cf5532f91e9090,Compromisos de gestión escolar y logros de aprendizaje en una institución educativa privada Callao 2023,0.141213
BERTopic-METADATA-MULTILINGUAL,metadata,23,10,record:c8030d6b5bda54bd78772b85,"Gestión escolar y toma de decisiones en una institución educativa Callao, 2023",0.148312
BERTopic-METADATA-MULTILINGUAL,metadata,24,1,record:69a560483c4bd884619f59f6,Los desafíos de la gestión directiva en pandemia como claves para pensar la configuración desigual del sistema educativo del nivel secundario en CABA,0.022134
BERTopic-METADATA-MULTILINGUAL,metadata,24,2,doi:10.36367/ntqr.17.2023.e836,SUBJETIVIDADES HEROICAS: TRABAJO DE PSICÓLOGOS ESCOLARES EN TIEMPOS DE PANDEMIA,0.030554
BERTopic-METADATA-MULTILINGUAL,metadata,24,3,doi:10.31906/redpensar.v10i2.224,Una administración educativa que responde a los retos postpandemia desde la ética lasallista,0.030729
BERTopic-METADATA-MULTILINGUAL,metadata,24,4,doi:10.33936/psidial.v1iespecial.5186,"Estrés docente en tiempos de confinamiento: estudio de caso en el cantón Santa Ana de Manabí, Ecuador",0.031315
BERTopic-METADATA-MULTILINGUAL,metadata,24,5,doi:10.56712/latam.v6i1.3436,Impacto en la gestión educativa para atender la diversidad en tiempos de pandemia,0.032322
BERTopic-METADATA-MULTILINGUAL,metadata,24,6,doi:10.35756/educaumch.202322.286,Gestión escolar y sus entrelazamientos: el malestar y la tesitura del bienestar docente para el pospandemia,0.038126
BERTopic-METADATA-MULTILINGUAL,metadata,24,7,doi:10.18800/cige2020.003,"Gestión Educativa en tiempos de pandemia de la región Puno, 2020",0.04918
BERTopic-METADATA-MULTILINGUAL,metadata,24,8,doi:10.33996/revistahorizontes.v9i37.959,Convivencia democrática en las aulas: Desafíos y oportunidades para docentes en la Pospandemia,0.056576
BERTopic-METADATA-MULTILINGUAL,metadata,24,9,doi:10.35381/cm.v8i3.956,Retos y desafíos en la gestión educativa postpandemia,0.066694
BERTopic-METADATA-MULTILINGUAL,metadata,24,10,doi:10.52080/rvgluz.27.7.16,Educación y gestión en tiempos de pospandemia,0.087236
BERTopic-METADATA-MULTILINGUAL,metadata,25,1,doi:10.22161/jhed.4.1.11,The Role of School Management Team in Managing Students’ Academic Performance in Community Secondary Schools in Tabora Municipality- Tanzania,0.024325
BERTopic-METADATA-MULTILINGUAL,metadata,25,2,doi:10.24018/ejedu.2023.4.2.536,Parental Roles in Attending Schools’ management Meetings and Pupils’ Academic Performance in Uganda,0.033757
BERTopic-METADATA-MULTILINGUAL,metadata,25,3,doi:10.37284/eajes.7.4.2338,The Influence of School Management Team on Student’s Academic Performance in Tanzania,0.040548
BERTopic-METADATA-MULTILINGUAL,metadata,25,4,doi:10.53819/81018102t5053,School Management Strategies and Students' Academic Performance in Twelve Years Basic Education in Rwanda,0.042058
BERTopic-METADATA-MULTILINGUAL,metadata,25,5,doi:10.61408/jaet2022v24i01.12,Determinants of School Management Teams Effectiveness in Managing Capitation Grants in Tanzania Community Secondary Schools,0.042983
BERTopic-METADATA-MULTILINGUAL,metadata,25,6,record:ba0a513d15ad8bb73ea8dbf7,"Influence of stakeholders participation in primary school management on academic performance: the case of Uringu division, Meru county, Kenya",0.050711
BERTopic-METADATA-MULTILINGUAL,metadata,25,7,doi:10.38159/ehass.20245113,"Exploring the Strategies used by the School Management Teams (SMTs) in Addressing Poor Academic Performance Post-pandemic in Rural High Schools of Mopani West District, Limpopo Province, South Africa",0.061738
BERTopic-METADATA-MULTILINGUAL,metadata,25,8,doi:10.4314/gjedr.v19i1.6,"Relationship between head teachers’ leadership competencies and effective school management in public primary schools in Narok county, Kenya",0.090879
BERTopic-METADATA-MULTILINGUAL,metadata,25,9,record:124fb0e5a4752dec773fe485,"Effectiveness of Heads of Schools Management of Capitation Grants for Service Delivery in Public Secondary Schools in Hai District, Tanzania",0.096564
BERTopic-METADATA-MULTILINGUAL,metadata,25,10,doi:10.4314/gjedr.v19i1.13,"Relationship between headteachers’ communication competencies and effective school management in public primary schools in Narok county, kenya",0.102747
BERTopic-METADATA-MULTILINGUAL,metadata,26,1,doi:10.34893/rediir.v10i10.428,"III. AVANCES Y RETOS DE LA FUNCIÓN DIRECTIVA DESDE LA IMPLEMENTACIÓN DEL PROGRAMA ESCUELA DE CALIDAD, HASTA LA NUEVA ESCUELA MEXICANA, UNA VISIÓN CRÍTICA DESDE EL ENFOQUE DEL AUTOR",0.169064
BERTopic-METADATA-MULTILINGUAL,metadata,26,2,doi:10.22235/pe.v15i1.2139,Paradojas y realidades en torno a la autonomía de gestión escolar en México,0.171273
BERTopic-METADATA-MULTILINGUAL,metadata,26,3,record:fd2717508a8ac8e20973b271,"Cartografía, una herramienta para interpretar el liderazgo escolar. Estudio de caso Brasil",0.172516
BERTopic-METADATA-MULTILINGUAL,metadata,26,4,doi:10.38178/07183089/1724260513,Voces desde la dirección escolar: tensiones entre liderazgo pedagógico y sobrecarga burocrática en México,0.177675
BERTopic-METADATA-MULTILINGUAL,metadata,26,5,record:fab25d58ab6cd63e64c1f6b3,AUTONOMÍA DE LA GESTIÓN ESCOLAR EN LA EDUCACIÓN BÁSICA EN MÉXICO: IDENTIFICACIÓN DE FACTORES QUE LA OBSTACULIZAN O PERMITEN SU DESARROLLO,0.206517
BERTopic-METADATA-MULTILINGUAL,metadata,26,6,doi:10.33010/ie_rie_rediech.v14i0.1807,Los documentos normativos de gestión escolar durante el confinamiento (2020-2022) en México,0.206816
BERTopic-METADATA-MULTILINGUAL,metadata,26,7,doi:10.23913/ride.v12i24.1117,Desafíos y experiencias de administradores escolares novatos en el sureste de México,0.210407
BERTopic-METADATA-MULTILINGUAL,metadata,26,8,doi:10.61384/r.c.a..v5i1.894,Retos de la Nueva Profesionalidad en la Supervisión Escolar en el contexto de la Nueva Escuela Mexicana,0.213279
BERTopic-METADATA-MULTILINGUAL,metadata,26,9,doi:10.15517/rge.v10i1.56268,"Cartografía, una herramienta para interpretar el liderazgo escolar. Estudio de caso Brasil",0.22792
BERTopic-METADATA-MULTILINGUAL,metadata,26,10,doi:10.56712/latam.v6i5.4761,Liderazgo directivo y gestión escolar en Panamá: un análisis desde la literatura especializada,0.242806
BERTopic-METADATA-MULTILINGUAL,metadata,27,1,doi:10.56712/latam.v5i5.2759,Innovación: Factor Clave en la Gestión Administrativa desde la Praxeología Empresarial Educativa en Panamá,0.069122
BERTopic-METADATA-MULTILINGUAL,metadata,27,2,doi:10.61384/r.c.a..v4i3.463,Estrategias de Innovación en la Gestión Educativa: Caminos hacia la Excelencia Académica,0.089992
BERTopic-METADATA-MULTILINGUAL,metadata,27,3,doi:10.5281/zenodo.17656428,Innovación y transformación: Estrategias de liderazgo emprendedor para potenciar la educación del siglo XXI,0.096092
BERTopic-METADATA-MULTILINGUAL,metadata,27,4,doi:10.52080/rvgluz.31.e15.28,Cultura de innovación en la gestión escolar: estrategias gerenciales para el aprendizaje y la competitividad,0.099571
BERTopic-METADATA-MULTILINGUAL,metadata,27,5,record:a481c2758d1cbdf5dde00cbb,Clasificación de Estrategias de Gestión del Conocimiento para impulsar la innovación educativa en Instituciones de Educación Superior (Classification of Knowledge Management Strategies in order to enhance educational innovation in Higher Education Institutions),0.10989
BERTopic-METADATA-MULTILINGUAL,metadata,27,6,doi:10.1155/2021/2466441,Reform of the Practice Teaching System of Entrepreneurship Education Based on 5G Fog Computing in Colleges and Universities,0.117107
BERTopic-METADATA-MULTILINGUAL,metadata,27,7,doi:10.5281/zenodo.6785484,Clasificación de Estrategias de Gestión del Conocimiento para impulsar la innovación educativa en Instituciones de Educación Superior,0.117892
BERTopic-METADATA-MULTILINGUAL,metadata,27,8,doi:10.61384/r.c.a..v5i1.962,Liderazgo e Innovación Educativa: Estrategias y Políticas para la Transformación en el Siglo XXI,0.118011
BERTopic-METADATA-MULTILINGUAL,metadata,27,9,doi:10.61368/r.s.d.h.v5i3.292,Innovación y Gestión en la Educación: Estrategias para el Siglo XXI,0.132063
BERTopic-METADATA-MULTILINGUAL,metadata,27,10,doi:10.51896/rilcods.v8i76.1144,El papel de la innovación en la mejora de la calidad de la gestión educativa,0.140406
BERTopic-METADATA-MULTILINGUAL,metadata,28,1,doi:10.51247/st.v3i1.59,El director escolar como líder de la comunidad educativa,0.066058
BERTopic-METADATA-MULTILINGUAL,metadata,28,2,record:5f4ba097c47c559915f81dfe,De estudiante a director: realidades que se viven en las escuelas multigrado,0.085347
BERTopic-METADATA-MULTILINGUAL,metadata,28,3,record:67ae6b95f8ff55493c529f77,Posiciones docentes: Interpelaciones sobre la escuela y lo justo,0.121065
BERTopic-METADATA-MULTILINGUAL,metadata,28,4,doi:10.17583/ijelm.2021.6366,Liderazgo y Dirección Escolar para Atender al Alumnado con Necesidades Educativas Especiales,0.128711
BERTopic-METADATA-MULTILINGUAL,metadata,28,5,doi:10.30827/profesorado.v28i1.29599,Liderazgo pedagógico y complejidad de la gestión escolar: un estudio de casos múltiples,0.134601
BERTopic-METADATA-MULTILINGUAL,metadata,28,6,doi:10.18235/0003684,Recomendaciones para consolidar un marco de buenas prácticas para la dirección escolar,0.149456
BERTopic-METADATA-MULTILINGUAL,metadata,28,7,doi:10.70625/bbe7r776,Funciones técnico docente y administrativas del director de multigrado y la repercusión en el desarrollo de competencias del alumno,0.164987
BERTopic-METADATA-MULTILINGUAL,metadata,28,8,doi:10.54751/revistafoco.v18n6-177,MÁS ALLÁ DE LA ADMINISTRACIÓN: LIDERAZGO PEDAGÓGICO EFECTIVO EN CONTEXTOS ESCOLARES REALES,0.178697
BERTopic-METADATA-MULTILINGUAL,metadata,28,9,doi:10.61384/r.c.a..v4i2.229,Sistematización de experiencias de gestión escolar para la profesionalidad de la función directiva en una escuela de educación básica de la CDMX,0.179628
BERTopic-METADATA-MULTILINGUAL,metadata,28,10,doi:10.53673/th.v1i9.60,Liderazgo pedagógico directivo en la educación básica regular: Revisión sistemática,0.221111
BERTopic-METADATA-MULTILINGUAL,metadata,29,1,doi:10.56200/mried.v4i1.11304,El rol del rector en la implementación de prácticas inclusivas para estudiantes con necesidades educativas específicas,0.047135
BERTopic-METADATA-MULTILINGUAL,metadata,29,2,doi:10.22158/fet.v7n2p1,"Managing Staff Diversity for Effective Secondary School Management in Delta State, Nigeria",0.060819
BERTopic-METADATA-MULTILINGUAL,metadata,29,3,doi:10.15648/cedotic.1.2021.2853,"Educación Inclusiva en instituciones de básica secundaria del municipio de Malambo- Atlántico, Colombia",0.068475
BERTopic-METADATA-MULTILINGUAL,metadata,29,4,doi:10.18634/sophiaj.20v.1i.1363,"Valoración del índice de inclusión en cinco colegios del municipio de Cajicá-Cundinamarca, Colombia",0.069449
BERTopic-METADATA-MULTILINGUAL,metadata,29,5,doi:10.12795/revistafuentes.2026.28418,Patrones de significado sobre la educación inclusiva desde la dirección escolar chilena.,0.078405
BERTopic-METADATA-MULTILINGUAL,metadata,29,6,doi:10.22458/ie.v25i39.4662,Políticas y prácticas inclusivas en centros educativos: Estudio de su implementación y relación desde la perspectiva de las personas directivas,0.078478
BERTopic-METADATA-MULTILINGUAL,metadata,29,7,doi:10.21501/2744838x.4264,Ambientes incluyentes,0.080125
BERTopic-METADATA-MULTILINGUAL,metadata,29,8,doi:10.59659/revistatribunal.v5i12.241,Gestión Educativa y Educación Inclusiva en Latinoamérica: Análisis Sistemático,0.084715
BERTopic-METADATA-MULTILINGUAL,metadata,29,9,doi:10.33996/revistahorizontes.v7i31.674,Gestión escolar e inclusividad en una Institución Educativa en la Provincia Constitucional del Callao,0.105723
BERTopic-METADATA-MULTILINGUAL,metadata,29,10,doi:10.32541/recie.v8i2.735,"Gestión escolar con enfoque inclusivo a nivel macro, meso y microcurricular: Experiencias de un estudio de caso",0.106712
BERTopic-METADATA-MULTILINGUAL,metadata,30,1,doi:10.5281/zenodo.18186632,"Preparación de directores para la gestión educativa en el Municipio Libertador, Mérida",0.051375
BERTopic-METADATA-MULTILINGUAL,metadata,30,2,record:583f98532f564ed9131c5f5c,"Liderazgo directivo en la gestión escolar de una institución educativa de Ayacucho, 2024",0.055382
BERTopic-METADATA-MULTILINGUAL,metadata,30,3,record:c8715fdc1d687fa0720451e4,"La autonomía directiva y gestión escolar pública de una institución educativa de Ayacucho, 2023",0.065728
