topic_a,topic_b,ctfidf_similarity,merge_candidate,review_status
25,31,0.100664,False,pending_human_review
25,32,0.050995,False,pending_human_review
25,33,0.045312,False,pending_human_review
25,34,0.015138,False,pending_human_review
25,35,0.026386,False,pending_human_review
25,36,0.042124,False,pending_human_review
25,37,0.008296,False,pending_human_review
25,38,0.121506,False,pending_human_review
25,39,0.250917,False,pending_human_review
25,40,0.005336,False,pending_human_review
25,41,0.008189,False,pending_human_review
26,27,0.171879,False,pending_human_review
26,28,0.198887,False,pending_human_review
26,29,0.1675,False,pending_human_review
26,30,0.124524,False,pending_human_review
26,31,0.102246,False,pending_human_review
26,32,0.16351,False,pending_human_review
26,33,0.157471,False,pending_human_review
26,34,0.113356,False,pending_human_review
26,35,0.120842,False,pending_human_review
26,36,0.166451,False,pending_human_review
26,37,0.176773,False,pending_human_review
26,38,0.133464,False,pending_human_review
26,39,0.043941,False,pending_human_review
26,40,0.16412,False,pending_human_review
26,41,0.143997,False,pending_human_review
27,28,0.146447,False,pending_human_review
27,29,0.143431,False,pending_human_review
27,30,0.110796,False,pending_human_review
27,31,0.115067,False,pending_human_review
27,32,0.161287,False,pending_human_review
27,33,0.140526,False,pending_human_review
27,34,0.095614,False,pending_human_review
27,35,0.108111,False,pending_human_review
27,36,0.147127,False,pending_human_review
27,37,0.15217,False,pending_human_review
27,38,0.122852,False,pending_human_review
27,39,0.044151,False,pending_human_review
27,40,0.138743,False,pending_human_review
27,41,0.139997,False,pending_human_review
28,29,0.170322,False,pending_human_review
28,30,0.107938,False,pending_human_review
28,31,0.09549,False,pending_human_review
28,32,0.157328,False,pending_human_review
28,33,0.146941,False,pending_human_review
28,34,0.108729,False,pending_human_review
28,35,0.111214,False,pending_human_review
28,36,0.151897,False,pending_human_review
28,37,0.151686,False,pending_human_review
28,38,0.134463,False,pending_human_review
28,39,0.020888,False,pending_human_review
28,40,0.138819,False,pending_human_review
28,41,0.130664,False,pending_human_review
29,30,0.119377,False,pending_human_review
29,31,0.11668,False,pending_human_review
29,32,0.168669,False,pending_human_review
29,33,0.158342,False,pending_human_review
29,34,0.120681,False,pending_human_review
29,35,0.133817,False,pending_human_review
29,36,0.145056,False,pending_human_review
29,37,0.157239,False,pending_human_review
29,38,0.155208,False,pending_human_review
29,39,0.052188,False,pending_human_review
29,40,0.133701,False,pending_human_review
29,41,0.132323,False,pending_human_review
30,31,0.143464,False,pending_human_review
30,32,0.146111,False,pending_human_review
30,33,0.094731,False,pending_human_review
30,34,0.308825,False,pending_human_review
30,35,0.220828,False,pending_human_review
30,36,0.12086,False,pending_human_review
30,37,0.132295,False,pending_human_review
30,38,0.071044,False,pending_human_review
30,39,0.012724,False,pending_human_review
30,40,0.147084,False,pending_human_review
30,41,0.096231,False,pending_human_review
31,32,0.131915,False,pending_human_review
31,33,0.104754,False,pending_human_review
31,34,0.123414,False,pending_human_review
31,35,0.118097,False,pending_human_review
31,36,0.121421,False,pending_human_review
31,37,0.100253,False,pending_human_review
31,38,0.115929,False,pending_human_review
31,39,0.086827,False,pending_human_review
31,40,0.095553,False,pending_human_review
31,41,0.081527,False,pending_human_review
32,33,0.134241,False,pending_human_review
32,34,0.149472,False,pending_human_review
32,35,0.171401,False,pending_human_review
32,36,0.161656,False,pending_human_review
32,37,0.155068,False,pending_human_review
32,38,0.128832,False,pending_human_review
32,39,0.052435,False,pending_human_review
32,40,0.17423,False,pending_human_review
32,41,0.128213,False,pending_human_review
33,34,0.102195,False,pending_human_review
33,35,0.107127,False,pending_human_review
33,36,0.122899,False,pending_human_review
33,37,0.132174,False,pending_human_review
33,38,0.10013,False,pending_human_review
33,39,0.040846,False,pending_human_review
33,40,0.111392,False,pending_human_review
33,41,0.119071,False,pending_human_review
34,35,0.268793,False,pending_human_review
34,36,0.105581,False,pending_human_review
34,37,0.119809,False,pending_human_review
34,38,0.074935,False,pending_human_review
34,39,0.01154,False,pending_human_review
34,40,0.145645,False,pending_human_review
34,41,0.082088,False,pending_human_review
35,36,0.110598,False,pending_human_review
35,37,0.139198,False,pending_human_review
35,38,0.090831,False,pending_human_review
35,39,0.020599,False,pending_human_review
35,40,0.153505,False,pending_human_review
35,41,0.110311,False,pending_human_review
36,37,0.152024,False,pending_human_review
36,38,0.098512,False,pending_human_review
36,39,0.050662,False,pending_human_review
36,40,0.153598,False,pending_human_review
36,41,0.118953,False,pending_human_review
37,38,0.097116,False,pending_human_review
37,39,0.005811,False,pending_human_review
37,40,0.15789,False,pending_human_review
37,41,0.174517,False,pending_human_review
38,39,0.097079,False,pending_human_review
38,40,0.090629,False,pending_human_review
38,41,0.09079,False,pending_human_review
39,40,0.004171,False,pending_human_review
39,41,0.00637,False,pending_human_review
40,41,0.117518,False,pending_human_review
