doc_index,filename,doi,titulo,topico_dominante
187,10.24297_jssr.v15i.8604.pdf,10.24297/jssr.v15i.8604,THE SUPPORTIVE ROLE OF SCHOOL MANAGEMENT ON THE WORK SATISFACTION OF MALE TEACHERS IN A SOUTH AFRICAN SCHOOL DISTRICT,6
188,10.1007_978-3-030-93951-9_3.pdf,10.1007/978-3-030-93951-9_3,Education 2.0: A Vision for Educational Transformation in Egypt,8
189,10.5539_ies.v14n1p65.pdf,10.5539/ies.v14n1p65,The Competences of Teaching Staff and Principals in the Context of Educational Innovation and School Development,10
190,10.62225_2583049x.2024.4.6.3506.pdf,10.62225/2583049x.2024.4.6.3506,"Improving the Quality of School Services Through School Management Effectiveness, Work Motivation, Professional Commitment, and Completeness of Learning Facilities: Empirical Study Using Path Analysis Techniques and SITOREM Analysis on Private High School Teachers in Wamena City, Papua",10
191,10.29228_asrjournal.66776.pdf,10.29228/asrjournal.66776,Female Directors' Perspective To School Management In Basic Education,1
192,10.1186_s40561-020-00139-2.pdf,10.1186/s40561-020-00139-2,School learning climate in the lens of parental involvement and school leadership: lessons for inclusiveness among public schools,19
193,10.25217_ji.v7i1.1636.pdf,10.25217/ji.v7i1.1636,Dimensional Analysis of School Based Pesantren Design Development,10
194,10.52627_managere.v5i2.334.pdf,10.52627/managere.v5i2.334,ENHANCING MORAL INTEGRITY: ISLAMIC EDUCATION'S ROLE IN FOSTERING SUPERIOR CHARACTER WITHIN ISLAMIC BOARDING SCHOOL MANAGEMENT,12
195,10.36941_ajis-2021-0004.pdf,10.36941/ajis-2021-0004,Study of the Influence of Education and Literation of Entrepreneurship in Vocational High Schools: Indonesian Case,10
196,10.11591_ijere.v11i1.21709.pdf,10.11591/ijere.v11i1.21709,"Development of teaching factory competency-based for vocational secondary education in Central Java, Indonesia",10
197,10.31392_npu-nc.series5.2021.79.2.40.pdf,10.31392/npu-nc.series5.2021.79.2.40,Formation of a new Ukrainian school: management tasks,19
198,10.24297_jssr.v17i.8796.pdf,10.24297/jssr.v17i.8796,School Management Strategies to Improve Parental Involvement: Insights from School Principals in Southern Tshwane Primary Schools,19
199,10.15388_actpaed.45.7.pdf,10.15388/actpaed.45.7,Women in Lithuanian School Management: An Ethnographic Perspective,16
200,10.14421_hjie.2023.32-07.pdf,10.14421/hjie.2023.32-07,Islamic Boarding School Management: A Comprehensive Analysis of a Special Program for Fostering Students' Disciplinary Character in Madrasah Ibtidaiyah,12
201,10.29228_joh.61935.pdf,10.29228/joh.61935,THE RESTRUCTURING OF SCHOOL MANAGEMENT IN THE EFFECT OF CHANGE AND GLOBALIZATION,5
202,10.21723_riaee.v15i1.12116.pdf,10.21723/riaee.v15i1.12116,Educação em tempo integral: alguns desafios para a gestão escolar,9
203,10.3389_fpsyg.2022.1024017.pdf,10.3389/fpsyg.2022.1024017,"Innate ability, health, motivation, and social capital as predictors of students’ cognitive, affective and psychomotor learning outcomes in secondary schools",13
204,10.1186_s12889-023-16748-8.pdf,10.1186/s12889-023-16748-8,The impact of boarding schools on the development of cognitive and non-cognitive abilities in adolescents,13
205,10.31538_munaddhomah.v6i2.1738.pdf,10.31538/munaddhomah.v6i2.1738,Optimizing Islamic Boarding School Management in the Digital Era: Analysis of Technology Effectiveness in Administration and Operations,12
206,10.26740_jdmp.v5n1.p10-21.pdf,10.26740/jdmp.v5n1.p10-21,Implementasi Manajemen Mutu di SDN Prambon,17
207,10.12775_jehs.2022.12.01.028.pdf,10.12775/jehs.2022.12.01.028,Peculiarities of state-public school management,19
208,10.5861_ijrse.2025.25257.pdf,10.5861/ijrse.2025.25257,"A statistical survey and analysis of community participation in school management in tribal-dominated areas of Meghalaya, with special reference to the Bhorimbong Block in the Aspirational District of Ribhoi",19
209,10.30900_kafkasegt.1192563.pdf,10.30900/kafkasegt.1192563,Attributes and Actions of Principals as Instructional Leaders in Empowering School Management Teams (SMTs) in Schools,6
210,10.56648_aide-irj.v11i1.179.pdf,10.56648/aide-irj.v11i1.179,"Financial Management, Challenges, and Coping Strategies of Private Schools in Sanchez Mira: Its Effect on School Management",19
211,10.59373_drs.v2i2.28.pdf,10.59373/drs.v2i2.28,Child-Friendly School Management: A Study of Ukhuwah Wathoniyah at Ma'arif Nahdlatul Ulama,10
212,10.29103_ijevs.v2i10.3309.pdf,10.29103/ijevs.v2i10.3309,The School Management in The Islamic-Based Excellent Vocational High School,10
213,10.31538_munaddhomah.v3i1.159.pdf,10.31538/munaddhomah.v3i1.159,Pesantren Efektif: Studi Gaya Kepemimpinan Partisipatif,17
214,10.17853_1994-5639-2025-4-175-194.pdf,10.17853/1994-5639-2025-4-175-194,School management in the professional development of teachers: interactions with a pedagogical university,8
215,10.58557_(ijeh).v5i1.286.pdf,10.58557/(ijeh).v5i1.286,Challenges in School Management and Supervision: Insights from Educators in Chinese Colleges,8
216,10.31686_ijier.vol10.iss10.3558.pdf,10.31686/ijier.vol10.iss10.3558,"Influence of Schools’ Management Financial Preparedness on the Implementation of Competence Based Curriculum in Public Primary Schools in Kirinyaga West Sub-county, Kirinyaga County, Kenya",19
217,10.29007_3542.pdf,10.29007/3542,Perceptions of school management on cyber threats: The case of resource-constrained schools in South Africa,19
218,10.31538_tijie.v4i3.598.pdf,10.31538/tijie.v4i3.598,Salafi-Based Integrated Islamic Elementary School Management,10
219,10.54732_jeecs.v6i1.190.pdf,10.54732/jeecs.v6i1.190,Smart School Management System of Presence Monitoring Teacher as A Realtime with Rad (Rapid Application Development) Method at Khadijah High School Surabaya,10
220,10.4102_jamba.v13i1.1159.pdf,10.4102/jamba.v13i1.1159,Key elements of disaster mitigation education in inclusive school setting in the Indonesian context,13
221,10.35445_alishlah.v15i3.3068.pdf,10.35445/alishlah.v15i3.3068,The System Approach for Entrepreneurship-Based School Management in Vocational High Schools,10
222,10.29228_asrjournal.71516.pdf,10.29228/asrjournal.71516,Investigation of Teachers' Views on Their Participation in School Management,1
223,10.3389_fpsyg.2021.641806.pdf,10.3389/fpsyg.2021.641806,Psychological Impact of COVID-19 on College Students After School Reopening: A Cross-Sectional Study Based on Machine Learning,13
224,10.14295_aimj.v5i9.120.pdf,10.14295/aimj.v5i9.120,SCHOOL MANAGEMENT MODELS: A COMPARATIVE STUDY BETWEEN TWO SCHOOLS IN JUAZEIRO DO NORTE,9
225,10.56916_jirpe.v4i4.1770.pdf,10.56916/jirpe.v4i4.1770,School Management in Preventing Bullying in Primary Schools,8
226,10.63544_ijss.v4i2.132.pdf,10.63544/ijss.v4i2.132,Comparative Analysis of Authoritative and Democratic Leadership Styles and Their Impact on School Management Effectiveness,6
227,10.34149_jmbr.v18i3.228.pdf,10.34149/jmbr.v18i3.228,"Pengaruh Kompetensi, Kompensasi, Disiplin Kerja terhadap Kinerja Guru pada Lazuardi Global Islamic School",7
228,10.52380_ijpes.2022.9.3.725.pdf,10.52380/ijpes.2022.9.3.725,The Relationship Between Teachers' Perceived Power Distance and Organizational Silence in School Management,5
229,10.51276_edu.v3i1.216.pdf,10.51276/edu.v3i1.216,Full Day School Management at SMA As Safi'iyah Medan,10
230,10.35877_454ri.eduline1285.pdf,10.35877/454ri.eduline1285,Effectiveness of School Management through Strengthening the Managerial Ability of School Principals in the Field of Education Financing,10
231,10.61408_jaet2022v24i01.12.pdf,10.61408/jaet2022v24i01.12,Determinants of School Management Teams Effectiveness in Managing Capitation Grants in Tanzania Community Secondary Schools,19
232,10.22178_pos.88-9.pdf,10.22178/pos.88-9,Exploration of School Management Model in Applying Quality Education,10
233,10.15405_ejsbs.292.pdf,10.15405/ejsbs.292,Analysis of Personal-Professional Status of Women Managers for Sustainable School Management in Turkey,5
234,10.2991_assehr.k.200513.015.pdf,10.2991/assehr.k.200513.015,Contribution of School Management Based on Local Values of Tri Hita Karana and Leadership Service,10
235,10.62225_2583049x.2025.5.4.4744.pdf,10.62225/2583049x.2025.5.4.4744,Factors Influencing Effective School Management in Selected Public Secondary Schools in Lusaka District,19
236,10.52337_pjer.v3i2.469.pdf,10.52337/pjer.v3i2.469,EVALUATION OF SCHOOL MANAGEMENT COMMITTEE (SMC) ON QUALITY OF EDUCATION: A CASE OF SINDH,19
237,10.5539_ies.v16n3p80.pdf,10.5539/ies.v16n3p80,Scenarios of Secondary School Management During the Digital Era in the Next Decade (2022-2031),5
238,10.51574_ijrer.v3i1.1340.pdf,10.51574/ijrer.v3i1.1340,The Embodiment of Islamic Boarding School-Based School Management in Improving The Quality of Graduates,10
239,10.18844_ijlt.v13i3.5971.pdf,10.18844/ijlt.v13i3.5971,The views of English teachers’ towards school management and school managers*,5
240,10.54784_1990-6587.1497.pdf,10.54784/1990-6587.1497,Pre and post assessment of school management committee: A case study of Sindh,19
241,10.30954_2230-7311.2.2024.8.pdf,10.30954/2230-7311.2.2024.8,Functioning of School Management Committee (SMCs) in Tribal Areas School of Odisha,19
242,10.24036_ijeds.v6i2.472.pdf,10.24036/ijeds.v6i2.472,Communication Strategies of School Principals for Effective School Management: A Literature Review,10
243,10.11594_jk6em.04.02.06.pdf,10.11594/jk6em.04.02.06,Implementation of Total Quality Management in School Management: Cross Site Study at SMK Negeri 2 Banjarmasin and SMK Negeri 4 Banjarmasin,10
244,10.35723_ajie.v8i2.399.pdf,10.35723/ajie.v8i2.399,Two Decades of Muhammadiyah School Management Research: Bibliometric Analysis,2
245,10.4102_sajce.v10i1.617.pdf,10.4102/sajce.v10i1.617,Overcrowded classrooms – The Achilles heel of South African education?,19
246,10.37134_saecj.vol9.no2.6.2020.pdf,10.37134/saecj.vol9.no2.6.2020,School closure resulting from a bad school management approach: An early childhood teacher narrative,16
247,10.54298_ijith.v2i2.130.pdf,10.54298/ijith.v2i2.130,Islamic Boarding School Management System In Increasing The Competitiveness Of Islamic Boarding Schools In Jambi Province,10
248,10.61987_edsojou.v2i2.711.pdf,10.61987/edsojou.v2i2.711,Effective School Management Strategies for Enhancing Early Childhood Development,8
249,10.55056_cte.684.pdf,10.55056/cte.684,Comparing social media use in school management: experiences from Ukraine and the United States,5
250,10.55942_jebl.v5i4.855.pdf,10.55942/jebl.v5i4.855,"Teacher competence, school management, and organizational culture as joint drivers of teacher productivity: Evidence from SMA Negeri 66 Jakarta",6
251,10.2991_978-2-38476-004-6_62.pdf,10.2991/978-2-38476-004-6_62,A Study on the Effect of Japanese Parents’ Participation in School Management System,19
252,10.21831_jpv.v10i2.29981.pdf,10.21831/jpv.v10i2.29981,School management: The optimization of learning facilities to improve the quality of vocational schools,10
253,10.24036_jptk.v5i2.27123.pdf,10.24036/jptk.v5i2.27123,School management in the “Sekolah Penggerak” curriculum in vocational high school,10
254,10.11591_edulearn.v19i3.22012.pdf,10.11591/edulearn.v19i3.22012,Crucial leadership competencies of school heads in effective school management: a comprehensive systematic review,8
255,10.33262_ap.v5i4.410.pdf,10.33262/ap.v5i4.410,School management in early education centers in Ecuador,8
256,10.1007_978-3-030-41882-3_4.pdf,10.1007/978-3-030-41882-3_4,Japanese Education Reform Towards Twenty-First Century Education,19
257,10.70287_epistemic.v1i1.3.pdf,10.70287/epistemic.v1i1.3,Manajemen Peningkatan Mutu Berbasis Sekolah,17
258,10.12928_ijemi.v3i3.6056.pdf,10.12928/ijemi.v3i3.6056,"School Management Effectiveness: The Analysis Of Organizational Culture, Leadership Style, Work Environment, And Satisfaction",6
259,10.5926_jjep.68.147.pdf,10.5926/jjep.68.147,Development of the Teamwork Inventory for Community-Based School Management:,6
260,10.20952_revtee.v13i32.13168.pdf,10.20952/revtee.v13i32.13168,Student’s participation in upper secondary school management: approaches to the reality of the school system in the state of Amazonas,19
261,10.31538_cjotl.v3i1.428.pdf,10.31538/cjotl.v3i1.428,Islamic Boarding School Management in Forming The Religious Character of Students,10
262,10.17275_per.22.58.9.3.pdf,10.17275/per.22.58.9.3,School Principals' Opinions on Data-based School Management: A Case Study,5
263,10.26858_jiap.v9i2.12333.pdf,10.26858/jiap.v9i2.12333,Analysis of the Principal's Role in Improving the Quality of Primary School Management,10
264,10.47672_ajlg.1036.pdf,10.47672/ajlg.1036,The Role of School Management Committees and Head teacher’s Effectiveness in Government-Aided Primary Schools in Luweero District – Uganda,19
265,10.17762_pae.v58i1.955.pdf,10.17762/pae.v58i1.955,The development of a large Schools Management According the King’s Philosophy Model,10
266,10.25212_lfu.qzj.7.2.26.pdf,10.25212/lfu.qzj.7.2.26,Experiences of Applying Electronic School Management in A Number of Countries and the Possibility of Benefiting from Them,19
267,10.1186_s12916-020-01539-4.pdf,10.1186/s12916-020-01539-4,A citizen science study of short physical activity breaks at school: improvements in cognition and wellbeing with self-paced activity,13
268,10.3389_feduc.2023.1228181.pdf,10.3389/feduc.2023.1228181,Creating a high-performing school management team: bringing talent to the table for effective service delivery,6
269,10.30828_real.1134984.pdf,10.30828/real.1134984,Education in Emergency: Lessons Learned About School Management Practices and Digital Technologies,5
270,10.55041_ijsrem17618.pdf,10.55041/ijsrem17618,Review on School Management System,5
271,10.46303_repam.2023.33.pdf,10.46303/repam.2023.33,Dilemma of School Management Teams in Balancing Discipline and Multiple Deprivations among Learners through Integrated Management Approach,19
272,10.17762_ijnpme.v10i01.93.pdf,10.17762/ijnpme.v10i01.93,The Role of School Management Towards Staff Motivation for Effective Performance in Nepal: During the Covid-19,6
273,10.11591_ijere.v12i2.24948.pdf,10.11591/ijere.v12i2.24948,Teacher solidity in the digital age and its effect on the effectiveness of primary school management,10
274,10.32629_jher.v3i4.913.pdf,10.32629/jher.v3i4.913,Research on the Role of Interpersonal Relationship in School Management,5
275,10.46303_repam.2023.16.pdf,10.46303/repam.2023.16,Legal Execution of Curriculum in Primary Schools: School Management Teams’ Perspectives,6
276,10.22161_ijels.83.18.pdf,10.22161/ijels.83.18,School Management System and Governance of Elementary School Heads as Perceived by the School Community,19
277,10.47836_pjssh.31.1.21.pdf,10.47836/pjssh.31.1.21,School Management for Sustainable Development in Energy and Environmental Excellence,8
278,10.37729_scripta.v7i2.830.pdf,10.37729/scripta.v7i2.830,Model of School Management Based on Islamic Education,10
279,10.14421_jpai.v21i1.8632.pdf,10.14421/jpai.v21i1.8632,Transformation of Boarding School Management Models in Enhancing Student Accessibility and Educational Quality,8
280,10.5937_straman2200009j.pdf,10.5937/straman2200009j,The role of teacher and organizational culture in school management,6
281,10.57125_fed.2023.06.25.05.pdf,10.57125/fed.2023.06.25.05,The Influence of School Management Information Systems and Teacher's Social Competence on the Parent Satisfaction of Junior High School Students,5
282,10.1007_978-981-16-9640-4_9.pdf,10.1007/978-981-16-9640-4_9,Current Trends in School Management: School Leadership in Education 4.0,8
283,10.2991_assehr.k.210615.042.pdf,10.2991/assehr.k.210615.042,Effective School Management in Industrial Revolution Era 4.0,10
284,10.18178_ijiet.2020.10.9.1446.pdf,10.18178/ijiet.2020.10.9.1446,Integration of School Management Systems Using a Centralized Database (ISMSCD),19
285,10.33422_ejte.2020.01.15.pdf,10.33422/ejte.2020.01.15,School Management in the Midst of Educational Technology Advancement,5
286,10.25147_ijcsr.2017.001.1.74.pdf,10.25147/ijcsr.2017.001.1.74,"Designing and Implementing e-School Systems: An Information Systems Approach to School Management of a Community College in Northern Mindanao, Philippines",19
287,10.36941_jesr-2020-0001.pdf,10.36941/jesr-2020-0001,Teachers’ Views on the Priorities of Effective School Management,6
288,10.52223_jssa20-010104-04.pdf,10.52223/jssa20-010104-04,Analysis of teacher professional development in Tanzania: View point school management practice,6
289,10.29333_aje.2020.511a.pdf,10.29333/aje.2020.511a,School Management Mechanisms and Control of Discipline among Pupils in Primary Schools: An Analysis of Discipline in Upper Primary Level,19
290,10.20525_ijrbs.v12i6.2708.pdf,10.20525/ijrbs.v12i6.2708,Transforming school management system using participative management approach in South Africa,6
291,10.46303_ressat.2021.35.pdf,10.46303/ressat.2021.35,Chronicling school principals’ experiences on school management in the context of COVID-19 stringency,16
292,10.5539_ies.v14n1p115.pdf,10.5539/ies.v14n1p115,The Association Between Parent Participation in School Management and Student Achievement in Eight Countries and Economies,19
293,10.5897_err2020.4076.pdf,10.5897/err2020.4076,"Empowerment of the school management team by secondary schools principals in Tshwane West District, South Africa",6
294,10.1007_s10758-022-09631-9.pdf,10.1007/s10758-022-09631-9,"Same, but Different? Digital Transformation in Swiss Vocational Schools from the Perspectives of School Management and Teachers",5
295,10.11591_ijere.v10i1.20953.pdf,10.11591/ijere.v10i1.20953,The improving of effectiveness school-based enterprise: A structural equation modeling in vocational school management,10
296,10.18844_cjes.v16i2.5638.pdf,10.18844/cjes.v16i2.5638,Women and leadership style in school management: Study of gender perspective,16
297,10.14421_jpi.2019.82.239-258.pdf,10.14421/jpi.2019.82.239-258,Revitalization of Islamic Boarding School Management to Foster the Spirit of Islamic Moderation in Indonesia,12
298,10.21501_9786287765061.11.pdf,10.21501/9786287765061.11,Fundamentación teórica de la línea de investigación en gestión educativa y comunitaria,15
299,10.29394_scientific.issn.2542-2987.2025.10.e2.5.107-128.pdf,10.29394/scientific.issn.2542-2987.2025.10.e2.5.107-128,Gestión Educativa Emocional para el Desempeño Docente del Bachillerato de la Unidad Educativa 12 de Febrero,21
300,10.47422_ac.v3i3.94.pdf,10.47422/ac.v3i3.94,Impacto del teletrabajo en la gestión educativa de la Facultad de Ciencias Empresariales - Universidad Nacional de Educación Enrique Guzmán y Valle,21
301,10.33262_ap.v4i1.1.154.pdf,10.33262/ap.v4i1.1.154,¿Cómo generar calidad de gestión docente en las universidades públicas?,15
302,10.56712_latam.v5i1.1712.pdf,10.56712/latam.v5i1.1712,Actitud de estudiantes y docentes del programa de maestría hacia la plataforma moodle,4
303,10.47554_cii.vol15.2024.pp39-46.pdf,10.47554/cii.vol15.2024.pp39-46,Mejora de Enseñanza de Matemáticas en Primaria: Reflexiones sobre la Especialización Docente financiada por INAFOCAM,21
304,10.53595_rlo.v2.i4.029.pdf,10.53595/rlo.v2.i4.029,Análisis del Control de Tesorería del SIAF-SP en la UGEL Nauta-Perú,14
305,10.48204_j.holon.n5.a4956.pdf,10.48204/j.holon.n5.a4956,GESTIÓN EDUCATIVA DEL INGENIERO CIVIL DESDE LA ESTRATEGIA CURRICULAR HUMANÍSTICA,15
306,10.64092_pgqs1557.pdf,10.64092/pgqs1557,"Cultura, conocimiento y acción: hacia una gestión educativa eficiente",15
307,10.70577_reg.v3i2.58.pdf,10.70577/reg.v3i2.58,El papel de la innovación en la gestión educativa: estrategias para fomentar la mejora continua.,4
308,10.29394_scientific.issn.2542-2987.2025.10.e4.3.57-78.pdf,10.29394/scientific.issn.2542-2987.2025.10.e4.3.57-78,La Gestión Educativa en el Uso de Nuevas Metodologías de Enseñanza en una Unidad Educativa,21
309,10.15381_dds.n9.20324.pdf,10.15381/dds.n9.20324,“Cuando el problema no es la inclusión”: Límites y posibilidades en la implementación del enfoque inclusivo en la educación,20
310,10.1344_reire.47045.pdf,10.1344/reire.47045,Estrategias de gestión educativa basadas en los factores que afectan el rendimiento académico y la calidad de la educación,11
311,10.51896_rilco.v8i29.1157.pdf,10.51896/rilco.v8i29.1157,Mejora continua en la gestión educativa: estrategias y herramientas,15
312,10.37955_cs.v4i3.167.pdf,10.37955/cs.v4i3.167,"Análisis de la implementación de medidas para la vigilancia, prevención y control de COVID- 19 en la Unidad de Gestión Educativa Local Ventanilla, 2020",14
313,10.29394_scientific.issn.2542-2987.2025.10.e2.8.162-181.pdf,10.29394/scientific.issn.2542-2987.2025.10.e2.8.162-181,Gestión Educativa para Optimizar el Clima Laboral en la Escuela de Educación Básica Mahatma Gandhi,21
314,10.35381_noesisin.v7i14.432.pdf,10.35381/noesisin.v7i14.432,Gestión educativa y desarrollo profesional docente: hallazgos de una revisión sistemática,21
315,10.56926_unaaaciencia.v4i2.134.pdf,10.56926/unaaaciencia.v4i2.134,Política Nacional de la modernización de la gestión pública y su relación con la gestión educativa del COAR Ancash,18
316,10.26885_rcei.13.2.149.pdf,10.26885/rcei.13.2.149,La influencia del liderazgo transformacional en la gestión educativa,15
317,10.18800_educacion.202502.a002.pdf,10.18800/educacion.202502.a002,Efecto del desarrollo del pensamiento crítico sobre la gestión educativa ambiental en los tiempos de COVID-19,18
318,10.29394_scientific.issn.2542-2987.2025.10.e6.1.23-44.pdf,10.29394/scientific.issn.2542-2987.2025.10.e6.1.23-44,El rol de la Gestión Educativa en la Atención a los Estudiantes con Escolaridad Inconclusa,21
319,10.56219_revistasdeinvestigacin.v46i107.109.pdf,10.56219/revistasdeinvestigacin.v46i107.109,Importancia de las estrategias pedagógicas en la gestión de la calidad educativa,15
320,10.70577_reg.v4i3.267.pdf,10.70577/reg.v4i3.267,Gestión educativa para la conservación de la biodiversidad a través de la comunidad escolar,21
321,10.31948_editorialunimar.168.c194.pdf,10.31948/editorialunimar.168.c194,"Competencias socioemocionales y su relación con la gestión educativa, liderazgo y desempeño",15
322,10.31637_epsir-2026-2031.pdf,10.31637/epsir-2026-2031,Dificultades y perspectivas de las políticas educativas en el Perú: Una revisión sistemática,11
323,10.35381_e.k.v7i13.3225.pdf,10.35381/e.k.v7i13.3225,Gestión educativa y desempeño docente: Mejora del aprendizaje de estudiantes en el área de matemática,14
324,10.48209_978-65-5417-382-d.pdf,10.48209/978-65-5417-382-d,La gestión educativa como elemento transformador e innovador: una revisión sistemática y análisis bibliométrico,11
325,10.56712_latam.v5i4.2439.pdf,10.56712/latam.v5i4.2439,Planificación estratégica como instrumento de desarrollo integral en instituciones universitarias del Ecuador,15
326,10.15517_rge.v9i1.53603.pdf,10.15517/rge.v9i1.53603,La gestión administrativa en un centro educativo indígena: Caso de Ujarrás,20
327,10.56712_latam.v5i3.2109.pdf,10.56712/latam.v5i3.2109,Análisis de funciones y responsabilidades de un gestor educativo en centros de escolaridad inconclusa,15
328,10.23857_dc.v11i3.4510.pdf,10.23857/dc.v11i3.4510,La gestión educativa y la aplicación de TICS en la unidad educativa San Juan,21
329,10.70577_reg.v4i3.262.pdf,10.70577/reg.v4i3.262,Liderazgo directivo y eficiencia en la gestión educativa,21
330,10.37811_cli_w966.pdf,10.37811/cli_w966,Comunicación Interpersonal y la Satisfacción Laboral de los trabajadores de la Unidad de Gestión Educativa Local Tumbes 2022,18
331,10.64893_spby7h04.pdf,10.64893/spby7h04,Índice de competencias de profesionalización para la gestión educativa (COPROGE): proceso de validación,18
332,10.6018_educatio.524941.pdf,10.6018/educatio.524941,Propiedades Psicométricas de un Instrumento para Evaluar las Competencias Socioemocionales en Estudiantes de Secundaria,18
333,10.21142_des-1703-2025-0052.pdf,10.21142/des-1703-2025-0052,Gestión autónoma: efectos sobre la gobernanza en una Unidad de Gestión Educativa de Loreto,14
334,10.51915_ret.374.pdf,10.51915/ret.374,Auditores Juveniles: La participación estudiantil como eje de la gestión educativa en Perú,14
335,10.51896_rilcods.v8i76.1144.pdf,10.51896/rilcods.v8i76.1144,El papel de la innovación en la mejora de la calidad de la gestión educativa,11
336,10.46377_dilemas.v11iespecial.3872.pdf,10.46377/dilemas.v11iespecial.3872,La gestión educativa con tendencia humanista: perspectiva de los estudiantes en Ciencias de la Educación.,15
337,10.52080_rvgluz.30.especial14.44.pdf,10.52080/rvgluz.30.especial14.44,Gestión educativa en Colombia: análisis desde las desigualdades regionales,11
338,10.37843_rted.v17i1.460.pdf,10.37843/rted.v17i1.460,Influencia de la Gestión Educativa en el Compromiso de los Docentes de Secundaria,18
339,10.56880_experior32.4.pdf,10.56880/experior32.4,Estrategias de gestión educativa para el sector salud en el siglo XXI,4
340,10.69890_hallazgos21.v5i3.480.pdf,10.69890/hallazgos21.v5i3.480,La Resilencia como Capacidad Humana en el Fortalecimiento de la Gestión Educativa,15
341,10.56219_dialctica.v2i20.2142.pdf,10.56219/dialctica.v2i20.2142,LA GESTIÓN DIRECTIVA EN LAS INSTITUCIONES EDUCATIVAS DE CARÁCTER OFICIAL FRENTE A CASOS DE ÉXITO ANTE PRUEBAS EXTERNAS ESTANDARIZADAS A NIVEL NA- CIONAL,18
342,10.15517_wl.v17i1.49499.pdf,10.15517/wl.v17i1.49499,Virtudes y debilidades en la mirada del Capital Humano en las Instituciones de Educación Superior,20
343,10.15517_rge.v9i2.55445.pdf,10.15517/rge.v9i2.55445,Propuesta de plan de intervención autoevaluativa: Manual de evaluación interna de los procesos de inclusión en el sistema educativo regular,15
344,10.18050_eduser.v9n2a2.pdf,10.18050/eduser.v9n2a2,Gestión educacional y desempeño de los profesores en una escuela pública por convenio,15
345,10.56712_latam.v6i1.3436.pdf,10.56712/latam.v6i1.3436,Impacto en la gestión educativa para atender la diversidad en tiempos de pandemia,20
346,10.37843_rted.v16i2.424.pdf,10.37843/rted.v16i2.424,Trabajo Colegiado en la Práctica Docente,15
347,10.46377_dilemas.v11i1.3697.pdf,10.46377/dilemas.v11i1.3697,La gestión educativa y la calidad del servicio educativo.,18
348,10.56712_latam.v6i3.4063.pdf,10.56712/latam.v6i3.4063,Análisis del impacto de las políticas de gestión educativa en el rendimiento escolar,21
349,10.33262_ap.v7i3.1.641.pdf,10.33262/ap.v7i3.1.641,La gestión educativa para el desarrollo de las habilidades investigativas en los docentes,21
350,10.70577_xgf61t36rcd.pdf,10.70577/xgf61t36rcd,Liderazgo transformacional en la gestión educativa,21
351,10.31908_eucp.102.c799.pdf,10.31908/eucp.102.c799,Gestión Educativa,4
352,10.60100_tsede.v7i1.187.pdf,10.60100/tsede.v7i1.187,ESTRATEGIAS DE LIDERAZGO TRANSFORMACIONAL PARA GENERAR CAMBIOS EN LA GESTIÓN EDUCATIVA,15
353,10.47865_igob.vol6.n22.2023.246.pdf,10.47865/igob.vol6.n22.2023.246,"Componente propuesta pedagógica del proyecto educativo institucional y su relación con el desempeño docente en la I.E. María Inmaculada, Requena, Loreto, 2016",15
354,10.30854_anf.v30.n54.2023.868.pdf,10.30854/anf.v30.n54.2023.868,Factores de la eficacia educativa de una universidad privada de Perú en tiempos de pandemia,15
355,10.70681_cz734769.pdf,10.70681/cz734769,Formación continua y gestión educativa en la Nueva Escuela Mexicana,20
356,10.15517_rge.v9i1.53342.pdf,10.15517/rge.v9i1.53342,Aprendizaje basado en problemas y el desarrollo de competencias de gestión: visión del estudiantado de administración educativa de la universidad de Costa Rica,15
357,10.35381_r.k.v7i1.1698.pdf,10.35381/r.k.v7i1.1698,La mediación en la educación universitaria como herramienta para la convivencia armónica,14
358,10.48209_978-65-5417-629-3.pdf,10.48209/978-65-5417-629-3,Gestión Educativa y su Impacto en la Mejora del Desempeño Docente en Educación Superior,15
359,10.26620_uniminuto.perspectivas.9.24.2024.47-57.pdf,10.26620/uniminuto.perspectivas.9.24.2024.47-57,Gestión educativa de frente a la globalización: reto ante la transformación digital,4
360,10.53995_rsp.v5i5.272.pdf,10.53995/rsp.v5i5.272,Educación virtual no es solo gestión educativa,20
361,10.29394_scientific.issn.2542-2987.2025.10.e3.7.138-152.pdf,10.29394/scientific.issn.2542-2987.2025.10.e3.7.138-152,Estrategias de Gestión Educativa en Instituciones Rurales del Ecuador,21
362,10.54943_lree.v4i2.481.pdf,10.54943/lree.v4i2.481,GESTIÓN EDUCATIVA Y DESEMPEÑO DOCENTE EN UNA INSTITUCIÓN EDUCATIVA RURAL DEL DISTRITO DE YAULI – HUANCAVELICA,18
363,10.46498_reduipb.v26i1.1622.pdf,10.46498/reduipb.v26i1.1622,Psicología positiva aplicada a la educación como herramienta para la construcción de una cultura de paz y bienestar en el centro educativo,22
364,10.15381_rpiiedu.v1i3.21473.pdf,10.15381/rpiiedu.v1i3.21473,"Gestión educativa y desempeño. Estudio correlacional en la provincia de Recuay, Perú",15
365,10.60100_tsede.v7i1.186.pdf,10.60100/tsede.v7i1.186,ANÁLISIS DE DIMENSIONES PARA LA GESTIÓN EDUCATIVA A DISTANCIA,4
